f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,binaryClass
85,93,76,71,94,1,2,0,0,41,33,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
16,82,97,74,94,0,0,2,0,0,0,0,1,5,0,0,0,11,7,0,0,0,0,0,0,0,P
88,78,88,71,94,0,33,47,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,P
38,97,76,71,94,0,0,0,2,0,7,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
53,95,76,72,96,0,0,0,0,0,48,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,P
67,78,77,71,94,32,14,3,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,P
61,77,76,71,94,0,0,4,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
78,78,78,71,94,2,3,1,51,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,P
84,97,76,71,94,0,18,31,0,1,11,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
18,85,100,71,94,1,2,0,0,0,2,0,2,7,0,0,0,18,0,0,0,0,0,0,0,0,P
16,81,97,71,94,1,0,0,0,0,1,1,0,0,0,1,14,5,0,0,0,0,0,0,0,0,P
64,77,76,71,94,42,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
94,77,79,72,94,0,0,0,16,68,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,P
57,80,76,71,94,0,0,23,23,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,P
86,77,77,72,94,15,35,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,P
76,77,76,71,94,1,4,25,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
97,88,76,71,94,0,0,0,24,31,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
77,77,76,71,94,38,27,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
98,78,76,72,94,0,0,0,23,65,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P
86,85,76,71,94,4,2,2,0,43,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
90,101,76,71,94,1,11,38,2,0,12,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
88,103,76,71,94,37,9,0,0,0,13,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
65,77,76,71,94,2,3,0,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
62,116,76,71,94,42,5,0,0,0,0,0,24,22,0,0,0,0,0,0,0,0,0,0,0,0,P
91,77,77,75,102,0,0,0,27,56,0,0,0,0,0,1,0,0,0,0,1,2,0,0,3,2,P
89,79,76,71,94,0,0,0,47,31,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
82,77,76,71,94,0,6,21,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
59,77,76,71,94,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
44,90,82,74,94,0,0,0,0,0,39,6,0,0,0,0,2,0,1,4,0,0,0,0,0,0,P
64,77,78,71,94,16,33,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,P
83,77,76,71,94,0,59,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
85,94,76,71,94,37,9,0,0,0,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
59,77,77,79,94,2,1,9,37,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,P
59,77,76,71,94,0,0,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
71,77,76,72,97,0,0,0,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,P
77,77,76,71,94,0,6,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
64,86,79,71,94,0,0,0,0,32,30,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,P
64,77,76,71,94,1,1,1,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
62,79,76,71,94,14,32,2,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
84,98,76,71,94,0,0,0,0,41,27,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
64,92,77,71,94,0,0,0,4,13,52,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,P
59,91,76,79,98,0,0,0,1,2,61,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,P
75,78,78,78,94,6,15,0,0,45,1,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,P
101,89,76,71,94,0,0,0,0,59,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
89,77,76,73,101,0,0,0,9,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,P
61,77,76,71,94,1,2,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
59,77,76,71,94,0,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
61,78,76,71,94,5,0,0,2,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
64,77,76,71,94,2,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
89,86,76,71,94,0,0,0,9,42,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
77,77,76,71,94,0,31,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
77,77,76,71,94,0,0,57,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
83,77,76,71,94,12,50,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
61,77,76,71,94,0,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
96,95,76,71,94,0,0,0,0,31,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
76,77,76,71,94,2,1,8,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
67,84,78,78,94,0,2,0,0,33,29,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,P
76,83,76,71,94,19,44,0,0,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,P
59,77,76,75,96,28,18,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,P
59,77,76,76,97,46,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,P
98,96,76,71,94,3,0,0,0,45,45,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
61,77,76,71,94,0,0,46,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
75,77,76,71,97,0,1,0,19,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,P
60,79,76,71,94,0,6,43,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,P
76,77,77,71,94,0,2,0,8,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,P
57,96,76,71,94,0,0,1,2,3,44,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
97,97,76,71,94,0,18,29,2,0,40,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
91,92,76,71,94,0,0,0,0,45,45,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
62,77,91,81,94,0,0,6,23,23,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,P
79,77,76,71,94,0,0,52,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
64,84,76,71,94,0,0,0,9,23,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
89,77,76,74,94,2,1,0,39,39,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P
92,101,76,71,94,0,0,14,32,2,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
49,92,76,71,94,0,0,3,4,0,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
67,77,76,72,94,1,48,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,P
64,89,76,71,103,0,0,0,1,15,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,P
76,77,76,71,94,12,50,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
74,77,76,71,94,19,44,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
35,81,82,71,94,0,3,9,12,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,P
91,85,76,74,94,37,9,0,0,11,35,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P
83,77,76,71,94,44,24,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
59,77,78,71,94,0,0,11,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,P
77,98,76,71,94,0,5,1,3,20,36,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
75,77,76,71,94,6,56,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
65,80,76,71,94,0,0,0,3,41,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
80,96,76,71,94,0,0,14,32,0,10,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
72,77,77,76,94,0,0,13,50,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,P
55,87,76,71,94,0,0,7,2,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
89,96,76,71,94,23,23,0,0,5,21,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
38,97,84,74,94,2,0,0,0,0,6,39,0,0,0,0,0,0,7,1,0,0,0,0,0,0,P
74,77,76,74,104,3,0,0,19,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,P
72,114,83,71,94,12,50,0,0,0,0,0,0,22,21,0,0,0,0,0,0,0,0,0,0,0,P
79,78,76,71,94,21,0,3,2,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
25,94,78,72,95,0,0,3,2,0,0,10,10,3,4,0,0,0,0,0,0,0,0,0,1,0,P
64,82,76,71,94,6,1,0,0,32,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
66,85,76,71,94,2,1,0,0,35,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
82,77,76,71,94,1,1,2,26,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
59,77,76,71,94,21,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
96,83,76,71,94,0,0,37,11,19,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
62,78,76,71,94,0,24,24,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
48,85,76,78,99,0,0,0,0,11,35,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,P
64,89,76,71,94,1,1,0,1,13,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
73,77,76,71,94,0,0,0,43,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
85,110,76,71,94,19,45,0,0,0,1,0,42,2,0,0,0,0,0,0,0,0,0,0,0,0,P
41,97,76,71,94,0,0,4,2,0,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
74,81,95,71,94,2,7,56,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,P
76,77,76,71,94,0,2,3,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
59,90,83,79,94,0,0,0,0,29,25,0,7,2,0,0,0,0,2,6,3,0,0,0,0,0,P
76,77,76,96,94,0,4,1,37,25,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,P
76,107,92,72,97,0,1,4,12,50,0,0,0,0,36,7,0,0,0,0,0,0,0,0,2,0,P
63,77,76,71,94,1,2,1,20,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
72,77,76,74,100,0,0,0,0,62,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,P
67,88,76,71,94,0,0,0,16,9,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
68,87,76,71,94,0,2,1,0,39,23,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,P
65,89,76,71,94,0,0,1,3,14,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
79,77,76,71,94,1,15,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
57,96,76,71,94,0,0,4,1,0,44,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
76,77,76,71,94,0,0,37,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
97,96,76,71,94,0,1,1,0,40,54,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
74,81,78,71,94,2,1,0,31,31,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,P
85,94,76,74,94,0,3,0,0,25,61,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,P
87,89,77,74,94,5,42,0,0,0,38,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,P
63,94,80,72,94,0,0,0,5,4,55,6,0,0,1,1,0,1,2,0,0,0,0,0,0,0,P
76,77,76,71,94,2,0,62,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
83,77,76,71,94,1,9,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
59,81,76,71,94,0,11,38,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,P
72,87,76,71,94,0,0,4,2,25,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
74,78,76,71,94,0,0,2,26,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
94,97,79,94,94,0,0,41,5,0,39,22,0,0,0,0,0,0,0,0,8,9,0,0,0,0,P
90,80,79,72,94,1,12,10,0,48,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,P
59,77,76,73,95,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,P
78,77,76,71,94,21,32,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
91,83,76,71,94,0,12,50,10,10,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,P
74,79,81,71,94,0,0,0,58,6,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,P
23,78,76,95,95,0,3,2,0,2,5,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,P
82,85,76,74,97,0,1,1,0,45,35,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,P
59,77,79,74,94,32,16,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,P
66,77,79,71,94,0,1,2,0,54,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,P
52,84,79,72,96,0,0,0,0,27,19,0,0,0,2,3,0,0,0,0,0,0,0,2,0,0,P
57,78,76,71,94,0,0,0,23,23,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P
67,77,76,71,94,0,0,15,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
72,77,79,74,94,25,37,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,P
59,77,76,73,95,2,1,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,P
61,77,76,81,96,28,19,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,P
36,100,90,82,94,1,2,0,0,0,0,41,4,0,0,0,0,0,7,11,0,0,0,0,0,0,P
57,84,81,71,94,0,0,0,0,38,11,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,P
87,78,81,71,94,0,0,63,16,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,P
80,77,76,71,94,0,0,6,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
67,77,76,71,94,0,1,52,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
38,98,76,72,95,0,3,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,P
79,97,77,71,94,0,12,51,2,0,0,0,20,4,2,0,0,0,0,0,0,0,0,0,0,0,P
65,91,76,71,94,0,0,4,5,2,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
53,82,76,71,94,0,0,0,1,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
61,77,76,77,96,2,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,P
81,112,76,71,94,0,25,37,0,0,0,1,39,6,0,0,0,0,0,0,0,0,0,0,0,0,P
56,79,76,71,94,0,0,0,0,40,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
74,77,76,76,97,51,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,P
79,77,80,76,94,6,3,0,0,60,2,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,P
59,77,76,71,95,0,0,37,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,P
69,88,76,71,94,0,0,0,1,33,30,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,P
45,94,76,71,94,0,0,0,0,0,32,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P
80,77,76,71,94,0,19,44,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
18,106,93,71,94,0,3,3,0,0,0,0,0,0,34,9,0,0,0,0,0,0,0,0,0,0,P
95,90,76,71,94,0,1,2,0,46,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
76,77,76,71,94,38,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
97,89,76,71,94,0,0,32,15,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
88,103,76,71,94,0,0,0,56,6,0,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,P
64,77,78,71,94,22,30,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,P
62,83,76,74,94,0,0,1,3,28,26,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P
69,83,77,72,94,1,1,0,2,35,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,P
74,77,87,85,94,0,0,65,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,P
71,77,81,72,94,0,0,0,62,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,P
59,79,77,71,94,1,48,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,P
66,91,79,71,94,5,1,1,1,2,59,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,P
56,107,92,71,94,0,0,0,41,5,0,0,0,0,38,6,0,0,0,0,0,0,0,0,0,0,P
65,77,76,76,95,0,0,0,22,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,P
78,77,83,72,94,40,27,0,0,3,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,P
60,93,76,71,94,0,0,3,3,0,54,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
89,107,76,71,94,6,56,0,2,3,0,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,P
70,77,76,71,94,1,51,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
56,89,85,71,94,0,0,23,23,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,P
92,99,76,71,94,0,0,0,18,28,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
75,77,77,72,94,15,50,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,P
69,91,76,71,94,2,1,2,1,10,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
76,78,78,71,94,0,0,5,31,31,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,P
79,77,76,71,94,7,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
59,77,76,71,94,0,2,28,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
58,83,76,71,94,0,0,2,0,32,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
51,93,76,71,94,0,0,0,0,0,53,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,P
75,77,76,71,94,0,8,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
69,77,76,71,94,2,1,16,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
71,78,78,71,94,0,0,19,44,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,P
82,77,76,72,94,7,2,34,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,P
69,79,76,71,94,38,16,0,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
93,77,79,71,94,0,0,31,52,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,P
81,77,76,71,94,0,3,9,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
80,78,76,71,94,47,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
81,99,76,71,94,37,10,1,2,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P
77,78,76,71,94,5,13,50,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P
74,77,76,75,97,6,56,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,P
46,91,76,72,96,1,2,0,0,0,34,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,P
75,77,76,71,94,0,56,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
83,93,79,71,94,0,0,0,14,32,26,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,P
61,79,76,74,94,0,0,0,28,18,6,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P
101,93,76,71,94,0,0,3,41,5,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
98,93,78,73,94,0,0,0,31,31,24,21,0,0,0,0,0,0,0,1,1,0,0,0,0,0,P
71,81,78,71,94,0,0,25,37,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,P
92,99,76,71,94,0,37,25,0,0,0,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,P
74,78,76,71,94,19,45,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
77,77,76,75,99,9,56,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,P
74,79,76,71,94,1,2,19,44,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,P
71,77,81,72,94,0,31,31,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,P
64,77,76,71,94,0,0,16,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
32,77,76,80,100,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,0,P
71,77,80,73,94,0,0,31,31,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,P
65,77,76,71,94,0,0,22,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
65,83,76,71,94,49,5,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,P
54,97,76,71,94,0,0,1,1,0,40,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
89,77,76,71,94,0,0,3,32,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
80,77,76,71,94,1,1,2,43,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
87,83,76,71,95,0,0,16,63,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,P
59,77,76,71,94,2,1,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
58,77,78,75,94,0,0,0,37,9,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,P
76,77,76,71,94,0,0,32,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
57,79,76,72,94,0,2,1,0,37,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,P
66,77,76,71,94,39,15,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
66,77,76,71,94,46,0,5,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
74,80,82,80,94,56,7,2,0,0,0,0,0,0,0,6,0,0,0,0,6,2,0,0,0,0,P
79,81,78,71,94,0,0,1,35,31,0,5,2,0,0,2,1,0,0,0,0,0,0,0,0,0,P
74,78,76,71,94,0,0,1,3,56,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
99,93,77,71,94,0,0,0,25,37,27,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,P
58,78,77,71,94,0,0,41,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,P
59,77,76,71,94,0,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
57,88,79,71,94,0,0,0,2,18,36,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,P
76,77,76,71,94,2,3,0,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
84,117,76,71,94,1,0,62,6,3,0,0,11,33,0,0,0,0,0,0,0,0,0,0,0,0,P
57,119,77,72,94,0,42,5,0,0,0,0,2,42,0,0,0,0,0,1,0,0,0,0,0,0,P
73,77,76,71,97,50,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,P
91,95,76,71,94,2,1,43,11,0,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
61,77,76,71,94,0,2,1,2,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
88,82,76,71,94,12,9,0,0,46,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P
42,77,77,71,94,10,11,7,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,P
91,79,77,71,94,0,0,56,17,10,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,P
74,77,76,71,94,0,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
75,78,76,71,94,0,0,2,33,31,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,P
72,78,76,74,94,2,0,0,0,55,7,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,P
41,97,77,74,94,0,1,2,2,1,7,38,0,0,0,0,0,0,0,0,2,0,0,0,0,0,P
59,77,86,86,94,23,25,1,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,P
56,84,82,73,94,0,0,0,0,25,29,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,P
79,78,76,71,94,56,7,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
90,101,76,71,94,0,0,18,28,0,21,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
78,77,76,74,94,6,56,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,P
72,77,77,73,102,12,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,P
76,78,76,71,94,0,1,1,2,58,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
61,77,76,71,94,34,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
72,105,76,71,94,42,5,0,0,0,0,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,P
90,86,76,71,94,0,0,0,23,30,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
