Precinct,Sector,Occurred_hour,Occurred_min,ReportedTime
2,11,0,0,122.0
3,16,13,13,793.0
1,15,0,0,610.0
1,10,23,23,610.0
0,3,0,0,610.0
0,3,3,3,61.0
2,13,0,0,915.0
4,9,16,16,1037.0
0,1,22,22,0.0
2,14,20,20,1220.0
2,13,13,13,1098.0
0,3,20,20,610.0
3,4,10,10,671.0
3,4,12,12,732.0
1,8,20,20,610.0
1,8,13,13,1037.0
1,6,17,17,732.0
3,16,21,21,1403.0
1,0,17,17,1037.0
4,9,22,22,1342.0
4,2,20,20,1220.0
1,15,15,15,671.0
2,13,20,20,793.0
2,11,20,20,122.0
0,3,17,17,1098.0
4,7,11,11,793.0
3,16,0,0,244.0
4,9,18,18,1098.0
2,13,21,21,183.0
0,1,14,14,976.0
1,10,4,4,1281.0
4,2,12,12,854.0
4,7,1,1,61.0
4,2,21,21,1281.0
2,11,18,18,1098.0
2,13,5,5,0.0
2,13,14,14,854.0
0,3,16,16,671.0
1,10,12,12,610.0
1,6,21,21,244.0
4,2,18,18,1281.0
1,10,0,0,610.0
4,7,16,16,1037.0
3,4,19,19,1403.0
2,13,19,19,1159.0
1,10,3,3,1159.0
1,10,15,15,915.0
4,12,14,14,1037.0
4,2,17,17,1037.0
0,1,0,0,183.0
3,4,0,0,1342.0
4,2,22,22,1342.0
4,7,21,21,1281.0
1,10,13,13,793.0
1,15,19,19,854.0
3,16,1,1,1037.0
1,6,17,17,1098.0
0,3,19,19,976.0
1,15,0,0,1098.0
3,4,23,23,1403.0
1,10,1,1,61.0
4,12,18,18,1342.0
3,16,0,0,305.0
4,9,10,10,671.0
4,9,11,11,793.0
0,3,0,0,122.0
4,12,0,0,244.0
4,9,13,13,793.0
0,3,23,23,0.0
1,8,14,14,915.0
1,10,18,18,1159.0
1,10,4,4,305.0
1,0,23,23,122.0
0,5,14,14,976.0
4,12,0,0,1159.0
0,3,17,17,1037.0
0,5,1,1,61.0
4,2,20,20,183.0
3,4,17,17,915.0
2,13,13,13,1037.0
4,9,15,15,915.0
4,12,17,17,305.0
4,2,11,11,671.0
1,0,20,20,671.0
0,5,21,21,1403.0
1,0,21,21,976.0
0,3,17,17,1037.0
0,1,22,22,1342.0
4,9,13,13,793.0
4,7,19,19,732.0
1,0,0,0,0.0
4,12,13,13,1342.0
4,9,18,18,122.0
0,1,20,20,1342.0
2,14,13,13,793.0
4,9,14,14,854.0
4,7,0,0,0.0
4,2,18,18,854.0
1,8,23,23,1403.0
0,1,0,0,610.0
4,7,16,16,671.0
1,15,3,3,1159.0
2,13,4,4,244.0
4,2,23,23,671.0
4,12,0,1,854.0
4,7,1,1,854.0
4,7,15,15,915.0
1,15,23,23,1220.0
3,16,10,10,610.0
1,15,0,0,0.0
4,7,17,17,1098.0
3,16,12,12,915.0
4,2,11,11,976.0
2,14,12,12,732.0
2,13,19,19,1159.0
1,10,19,19,1281.0
3,16,19,19,1159.0
4,2,22,22,1342.0
4,9,18,18,1098.0
3,16,22,22,915.0
4,7,15,15,915.0
4,9,16,16,976.0
0,3,5,5,610.0
4,2,0,0,305.0
2,13,15,15,915.0
4,2,20,20,1220.0
1,15,22,22,732.0
1,15,18,18,671.0
0,3,20,20,976.0
1,8,20,20,610.0
4,2,22,22,122.0
1,10,15,15,915.0
1,15,19,19,183.0
4,2,12,12,1098.0
2,11,15,15,793.0
4,2,0,0,61.0
1,15,21,21,61.0
3,16,3,3,854.0
0,5,19,19,1220.0
2,14,21,21,1281.0
2,13,0,5,305.0
0,3,15,15,976.0
1,0,15,15,976.0
1,8,3,3,183.0
1,15,22,22,305.0
0,1,13,13,793.0
3,16,19,19,305.0
2,13,20,20,976.0
3,16,1,1,1281.0
3,16,0,0,1037.0
4,2,22,22,1342.0
1,15,4,4,244.0
4,9,16,16,976.0
4,2,16,16,976.0
4,12,21,21,732.0
1,10,13,13,793.0
1,8,16,16,0.0
4,12,0,0,732.0
0,1,21,21,122.0
4,12,0,0,1159.0
1,6,13,13,854.0
3,4,18,18,1220.0
0,1,1,1,1098.0
4,12,11,11,671.0
1,6,11,11,1281.0
0,3,23,23,793.0
4,12,3,3,183.0
4,12,0,0,610.0
4,7,3,3,610.0
4,2,0,0,610.0
3,16,11,11,976.0
0,1,14,14,915.0
0,3,19,19,1342.0
0,1,20,20,793.0
4,2,18,18,854.0
4,12,0,0,0.0
4,2,17,17,1037.0
1,6,0,5,61.0
1,0,22,22,305.0
3,16,12,12,1037.0
0,5,22,22,1342.0
0,1,3,3,671.0
4,9,12,12,976.0
0,3,0,0,0.0
4,9,18,18,1159.0
1,0,1,1,305.0
1,10,3,3,1220.0
4,2,20,20,1281.0
1,15,0,0,854.0
4,12,12,12,854.0
1,15,21,21,183.0
4,12,22,22,244.0
4,9,11,11,671.0
2,13,12,12,732.0
1,15,15,15,915.0
0,3,14,14,854.0
4,9,14,14,1037.0
0,3,19,19,1159.0
4,7,3,3,732.0
1,0,19,19,122.0
1,8,19,19,1159.0
0,5,12,12,610.0
1,8,23,23,610.0
3,4,18,18,854.0
2,14,3,3,305.0
0,3,1,1,0.0
2,14,22,22,1342.0
0,3,10,10,732.0
1,15,16,16,671.0
1,6,13,13,793.0
2,13,12,12,976.0
4,12,18,18,1220.0
4,2,22,22,1342.0
2,14,11,11,671.0
1,15,0,0,915.0
1,8,14,14,1098.0
4,9,18,18,1098.0
4,9,10,10,610.0
3,4,1,1,671.0
4,2,18,18,610.0
1,6,12,12,915.0
0,1,22,22,305.0
4,2,21,21,1281.0
1,6,10,10,732.0
4,9,16,16,976.0
1,0,22,22,793.0
2,11,17,17,1403.0
0,5,12,12,732.0
4,9,12,12,732.0
1,6,21,21,244.0
3,16,17,17,1037.0
1,8,4,4,671.0
1,0,0,0,0.0
1,0,17,17,1037.0
0,5,3,3,61.0
1,8,22,22,1037.0
1,15,21,21,1403.0
3,16,20,20,0.0
1,0,17,17,1037.0
1,6,0,0,0.0
0,3,12,12,732.0
4,12,12,12,793.0
4,7,2,2,610.0
0,3,0,0,0.0
3,16,19,19,1159.0
4,9,21,21,1281.0
4,9,17,17,610.0
1,6,23,23,183.0
0,1,0,0,1159.0
2,13,12,12,854.0
2,13,17,17,1159.0
0,1,22,22,1342.0
2,14,15,15,915.0
3,4,10,10,610.0
1,15,15,15,1281.0
4,2,20,20,1220.0
4,2,0,0,122.0
2,11,23,23,1403.0
2,14,22,22,610.0
4,9,19,19,0.0
3,4,21,21,1098.0
4,2,20,20,1403.0
1,0,15,15,183.0
3,4,21,21,1342.0
4,9,19,19,1159.0
2,14,15,15,915.0
0,1,0,0,0.0
4,9,18,18,244.0
2,11,21,21,610.0
0,5,20,20,1281.0
1,15,23,23,1403.0
4,9,21,21,1342.0
1,6,0,0,854.0
4,7,15,15,0.0
1,15,0,0,0.0
3,16,17,17,732.0
1,8,0,0,732.0
1,8,14,14,854.0
3,16,21,21,244.0
4,12,10,10,854.0
1,0,2,2,122.0
0,3,15,15,1037.0
1,0,1,1,61.0
0,3,20,20,793.0
4,2,23,23,0.0
4,2,21,21,610.0
0,1,12,12,732.0
0,5,14,14,854.0
4,12,0,0,0.0
1,0,20,20,1281.0
0,3,14,14,1037.0
4,12,0,0,976.0
4,2,17,17,1281.0
1,10,20,20,610.0
3,4,15,15,976.0
0,1,14,14,1098.0
0,5,17,17,1098.0
2,14,21,21,122.0
3,16,0,0,61.0
2,14,17,17,1037.0
1,15,22,22,183.0
4,12,15,15,915.0
1,15,4,4,0.0
0,3,4,4,244.0
2,14,22,22,244.0
4,7,0,0,244.0
3,16,21,21,793.0
1,0,0,0,1098.0
1,8,4,4,244.0
1,8,0,0,1159.0
2,13,23,23,61.0
4,2,11,11,671.0
0,3,16,16,1037.0
3,16,0,0,122.0
3,4,22,22,1342.0
1,8,23,23,1403.0
1,0,20,20,732.0
4,12,3,3,671.0
1,10,2,2,122.0
0,5,20,20,1220.0
2,13,1,1,61.0
1,0,4,4,1098.0
4,2,22,22,0.0
4,2,15,15,915.0
3,16,17,17,793.0
1,0,18,18,183.0
1,15,0,0,976.0
3,16,18,18,976.0
2,13,12,12,1037.0
1,10,4,4,244.0
4,12,15,15,915.0
1,10,12,12,854.0
1,8,22,22,0.0
0,3,22,22,671.0
4,7,22,22,610.0
2,13,17,17,244.0
2,14,23,23,61.0
4,9,3,3,183.0
1,10,0,0,671.0
4,2,14,14,854.0
2,14,12,12,671.0
4,9,17,17,61.0
4,2,22,22,122.0
3,4,13,13,610.0
4,9,0,0,0.0
3,4,21,21,1281.0
3,4,0,0,610.0
0,3,0,0,183.0
1,6,0,0,732.0
4,9,17,17,1159.0
4,7,15,15,915.0
4,7,0,0,305.0
1,8,12,12,793.0
3,16,12,12,732.0
4,2,0,0,0.0
0,3,16,16,976.0
1,15,0,0,793.0
1,6,12,12,732.0
4,9,19,19,1281.0
3,16,21,21,122.0
2,11,0,0,122.0
2,14,11,11,671.0
2,13,17,17,1037.0
2,14,18,18,915.0
4,12,19,19,1220.0
0,5,19,19,1159.0
0,5,14,14,61.0
1,6,20,20,1220.0
0,5,0,0,0.0
2,11,16,16,244.0
1,10,3,3,1098.0
1,15,16,16,976.0
1,6,2,2,122.0
1,6,18,18,0.0
0,1,4,4,793.0
2,11,17,17,1037.0
1,15,17,17,1159.0
2,11,11,11,976.0
0,3,22,22,610.0
0,3,12,12,122.0
2,14,0,0,61.0
4,9,3,3,1098.0
4,7,12,12,732.0
3,4,19,19,1220.0
1,15,17,17,1037.0
3,16,18,18,1281.0
4,12,15,15,732.0
4,12,22,22,1342.0
2,13,20,20,1281.0
4,2,12,12,1220.0
1,15,5,5,305.0
3,16,0,0,1342.0
1,8,18,18,1159.0
4,9,18,18,1281.0
4,9,0,0,0.0
4,2,11,11,793.0
4,7,18,18,1098.0
2,13,3,3,854.0
1,0,13,13,1037.0
1,0,4,4,244.0
4,12,14,14,305.0
0,5,3,3,1037.0
2,14,15,15,915.0
2,13,13,13,915.0
3,16,15,15,1220.0
0,1,19,19,671.0
0,3,11,11,915.0
2,14,4,4,732.0
3,16,19,19,61.0
4,7,12,12,732.0
2,13,10,10,732.0
1,15,15,15,1098.0
2,14,0,0,0.0
4,9,12,12,1098.0
4,9,0,0,854.0
3,4,4,4,244.0
2,13,18,18,1098.0
3,4,19,19,183.0
4,2,22,22,1342.0
4,9,0,0,0.0
4,12,5,5,183.0
4,9,0,0,0.0
1,0,10,10,1159.0
1,15,0,0,1403.0
4,9,15,15,1098.0
4,9,22,22,183.0
0,3,16,16,732.0
2,14,23,23,1403.0
0,3,11,11,671.0
3,16,19,19,1220.0
0,5,22,22,610.0
3,16,10,10,854.0
2,13,12,12,732.0
2,13,22,22,61.0
2,11,21,21,1281.0
3,16,21,21,244.0
0,5,12,12,732.0
4,9,4,4,732.0
3,4,20,20,122.0
1,8,0,1,0.0
3,16,23,23,610.0
0,5,0,0,0.0
4,12,18,18,1098.0
1,0,21,21,1281.0
2,13,0,0,183.0
1,10,20,20,122.0
2,13,0,0,122.0
3,16,2,2,122.0
4,2,0,0,610.0
1,8,12,12,854.0
1,6,18,18,1281.0
3,16,23,23,0.0
0,1,13,13,793.0
1,6,0,0,305.0
2,11,15,15,183.0
1,6,0,0,1159.0
0,1,18,18,1037.0
4,12,22,22,61.0
1,10,14,14,854.0
0,3,0,0,1281.0
0,3,15,15,1098.0
2,13,19,19,1342.0
1,8,0,0,0.0
3,4,15,15,915.0
4,7,19,19,1159.0
3,4,16,16,976.0
4,12,22,22,671.0
3,16,19,19,1281.0
4,9,0,0,122.0
1,15,4,4,671.0
1,6,13,13,793.0
2,11,17,17,61.0
0,1,11,11,793.0
4,12,1,1,61.0
1,10,16,16,1037.0
4,9,4,4,610.0
0,3,0,0,732.0
1,0,23,23,1403.0
1,0,17,17,0.0
4,9,4,4,244.0
3,16,14,14,915.0
0,1,1,1,1220.0
1,10,0,0,0.0
4,12,11,11,793.0
2,13,0,1,976.0
0,3,22,22,122.0
4,2,0,0,0.0
3,4,0,1,244.0
1,0,23,23,915.0
4,12,0,0,0.0
0,3,22,22,1403.0
1,0,21,21,183.0
3,4,0,0,244.0
4,9,19,19,0.0
3,16,20,20,671.0
1,6,0,0,0.0
0,3,3,3,793.0
3,4,11,11,1281.0
3,16,21,21,671.0
2,13,0,0,854.0
1,10,12,12,732.0
4,12,22,22,305.0
2,14,17,17,1098.0
3,16,5,5,305.0
1,15,14,14,976.0
3,16,12,12,61.0
4,9,13,13,793.0
4,12,3,3,915.0
2,13,19,19,122.0
0,3,17,17,1037.0
1,15,21,21,610.0
4,9,19,19,1098.0
1,15,13,13,976.0
0,5,23,23,0.0
4,7,5,5,305.0
1,0,0,0,183.0
4,9,20,20,1403.0
1,0,19,19,1159.0
4,7,3,3,183.0
1,0,19,19,1342.0
0,1,1,1,61.0
1,8,0,0,793.0
1,6,15,15,1159.0
1,10,14,14,1037.0
3,16,21,21,183.0
0,3,3,3,183.0
2,14,19,19,671.0
1,15,0,1,183.0
4,2,11,11,671.0
4,7,12,12,1159.0
0,1,13,13,976.0
0,5,19,19,610.0
1,6,18,18,1220.0
1,15,20,20,1403.0
3,16,5,5,915.0
1,15,12,12,793.0
0,3,0,0,793.0
1,0,19,19,1220.0
1,8,15,15,671.0
3,16,0,0,1220.0
4,12,15,15,1037.0
1,8,3,3,305.0
0,3,21,21,305.0
0,1,20,20,1159.0
1,6,17,17,1159.0
2,13,0,0,732.0
2,14,0,1,61.0
0,1,21,21,1281.0
1,15,18,18,1037.0
3,16,20,20,1281.0
4,7,21,21,1342.0
2,11,0,0,0.0
4,9,0,0,793.0
3,4,0,0,244.0
4,7,19,19,183.0
0,3,15,15,915.0
2,11,3,3,183.0
2,13,19,19,1159.0
1,8,21,21,1403.0
4,7,0,0,0.0
0,3,23,23,0.0
4,2,0,0,61.0
0,1,3,3,61.0
0,3,18,18,1098.0
1,6,14,14,915.0
2,14,0,1,244.0
4,7,19,19,1281.0
1,6,19,19,1159.0
1,6,0,0,244.0
3,4,19,19,976.0
1,15,13,13,854.0
4,7,1,1,793.0
1,10,11,11,671.0
2,14,20,20,732.0
2,13,15,15,1220.0
3,4,2,2,122.0
0,3,16,16,1159.0
4,12,21,21,671.0
0,5,3,3,122.0
4,9,17,17,1098.0
1,8,0,0,0.0
4,12,21,21,793.0
0,3,17,17,1281.0
3,4,22,22,305.0
3,16,14,14,854.0
0,3,13,13,793.0
4,9,14,14,854.0
1,10,14,14,1037.0
3,4,12,12,854.0
4,9,20,20,1220.0
4,2,11,11,1037.0
1,15,17,17,0.0
4,12,21,21,1281.0
0,5,20,20,1342.0
4,9,18,18,1098.0
4,7,18,18,610.0
4,7,0,0,305.0
2,13,1,1,61.0
2,14,0,0,0.0
4,7,17,17,1037.0
2,11,5,5,305.0
0,3,16,16,1037.0
4,7,20,20,1342.0
2,13,14,14,1403.0
1,15,0,1,915.0
0,1,0,0,854.0
3,4,11,11,671.0
2,14,21,21,1281.0
0,1,19,19,1159.0
3,16,12,12,732.0
4,7,10,10,732.0
2,13,1,1,61.0
1,15,0,0,915.0
2,11,16,16,61.0
0,3,21,21,610.0
4,12,23,23,671.0
4,9,4,4,122.0
1,0,18,18,671.0
1,8,13,13,183.0
2,13,3,3,122.0
1,10,11,11,671.0
1,15,1,1,610.0
4,7,4,4,244.0
1,8,20,20,976.0
0,3,3,3,183.0
3,4,11,11,793.0
0,3,17,17,1037.0
4,2,21,21,61.0
0,5,11,11,671.0
1,6,21,21,915.0
2,13,17,17,1037.0
1,15,21,21,1281.0
4,9,16,16,671.0
4,7,19,19,1281.0
1,0,20,20,976.0
1,0,22,22,915.0
1,8,4,4,1220.0
1,8,21,21,1403.0
4,7,17,17,1037.0
3,16,3,3,610.0
1,0,0,0,0.0
1,6,2,2,122.0
3,16,10,10,1281.0
1,6,13,13,793.0
0,3,5,5,305.0
1,15,23,23,732.0
2,11,12,12,793.0
1,15,11,11,671.0
4,9,20,20,732.0
4,7,13,13,793.0
2,11,13,13,854.0
1,10,0,1,671.0
3,4,13,13,915.0
1,15,15,15,915.0
3,16,21,21,732.0
1,10,4,4,671.0
0,1,18,18,1098.0
1,8,21,21,0.0
4,12,5,5,305.0
4,12,22,22,1342.0
4,7,20,20,0.0
4,9,2,2,671.0
1,15,23,23,732.0
4,12,10,10,1098.0
1,8,4,4,244.0
0,1,13,13,793.0
4,12,17,17,1098.0
4,12,18,18,915.0
3,16,21,21,1342.0
1,15,19,19,1342.0
1,0,22,22,732.0
4,9,15,15,854.0
2,13,4,4,244.0
4,7,16,16,976.0
0,1,18,18,1159.0
0,1,13,13,976.0
1,8,3,3,793.0
2,14,0,1,976.0
1,6,18,18,1098.0
1,0,2,2,183.0
4,7,21,21,1281.0
4,9,0,0,671.0
1,0,3,3,0.0
0,3,2,2,854.0
2,11,18,18,915.0
2,14,10,10,610.0
0,3,10,10,732.0
2,13,0,0,61.0
1,10,18,18,1159.0
1,8,22,22,1342.0
4,12,21,21,183.0
3,4,13,13,1159.0
0,3,0,0,305.0
0,1,22,22,732.0
0,3,13,13,976.0
2,13,16,16,976.0
2,14,0,0,915.0
4,9,12,12,793.0
3,16,23,23,976.0
1,8,21,21,1281.0
0,1,11,11,671.0
3,4,0,0,671.0
4,12,17,17,183.0
3,4,12,12,1098.0
0,1,3,3,1098.0
4,2,0,0,61.0
4,12,0,0,1342.0
4,9,16,16,976.0
4,9,17,17,61.0
1,15,18,18,793.0
1,0,15,15,1220.0
1,8,0,0,0.0
0,1,3,3,1037.0
2,14,20,20,122.0
1,15,3,3,183.0
1,15,3,3,793.0
3,16,22,22,305.0
3,16,17,17,1281.0
1,8,3,3,1098.0
3,4,18,18,1159.0
1,0,21,21,1281.0
4,7,17,17,1037.0
2,13,15,15,915.0
1,15,23,23,915.0
4,7,14,14,1159.0
1,6,0,0,0.0
0,3,18,18,793.0
4,2,21,21,1159.0
4,7,13,13,793.0
4,2,11,11,671.0
3,4,19,19,1159.0
1,8,23,23,1098.0
1,10,21,21,1281.0
0,3,0,0,1220.0
3,16,2,2,244.0
1,10,15,15,732.0
2,13,20,20,1220.0
2,11,1,1,61.0
2,13,0,1,61.0
4,2,17,17,183.0
3,4,12,12,610.0
1,6,20,20,1220.0
4,9,14,14,854.0
1,8,0,0,671.0
2,13,17,17,1220.0
1,15,22,22,793.0
2,13,23,23,1403.0
1,8,21,21,0.0
4,7,23,23,0.0
0,5,17,17,1098.0
0,1,0,0,915.0
4,9,3,3,122.0
0,5,12,12,305.0
1,10,21,21,1342.0
3,4,16,16,976.0
3,16,2,2,122.0
2,13,20,20,793.0
0,3,13,13,793.0
1,10,16,16,976.0
1,8,0,0,915.0
1,8,17,17,1098.0
4,9,15,15,732.0
0,5,15,15,976.0
4,9,10,10,732.0
1,15,23,23,305.0
4,2,18,18,671.0
4,2,5,5,305.0
4,9,14,14,854.0
3,16,3,3,793.0
1,15,20,20,915.0
0,5,22,22,1342.0
0,3,2,2,122.0
3,16,18,18,732.0
1,15,14,14,854.0
4,7,18,18,122.0
4,12,16,16,793.0
0,3,14,14,854.0
1,8,18,18,1159.0
1,0,16,16,915.0
1,0,15,15,976.0
1,6,18,18,0.0
4,9,19,19,732.0
0,5,3,3,244.0
1,8,13,13,1159.0
4,2,21,21,305.0
1,8,20,20,183.0
1,15,18,18,1159.0
4,9,14,14,1098.0
1,10,13,13,1220.0
0,1,17,17,671.0
4,2,12,12,976.0
2,14,18,18,1098.0
1,10,2,2,183.0
0,3,20,20,122.0
0,5,12,12,915.0
3,4,19,19,1220.0
0,5,21,21,0.0
0,5,12,12,732.0
4,2,16,16,732.0
0,3,0,0,1159.0
0,3,16,16,1037.0
1,10,17,17,1037.0
1,15,16,16,976.0
4,7,5,5,305.0
2,11,0,0,1098.0
1,8,3,3,305.0
3,4,19,19,1342.0
4,12,23,23,0.0
2,14,10,10,671.0
1,6,23,23,1403.0
4,12,0,0,0.0
4,9,12,12,122.0
1,15,16,16,671.0
1,10,17,17,793.0
4,9,14,14,915.0
0,5,19,19,1159.0
1,15,22,22,1403.0
1,8,16,16,1220.0
3,16,13,13,793.0
1,15,12,12,732.0
1,0,14,14,1159.0
0,3,3,3,244.0
0,1,20,20,610.0
0,1,20,20,1220.0
4,12,23,23,305.0
4,7,18,18,183.0
3,4,18,18,610.0
1,0,11,11,915.0
4,12,17,17,61.0
3,4,20,20,61.0
1,10,19,19,1159.0
0,3,2,2,122.0
4,12,21,21,793.0
4,12,4,4,244.0
4,2,17,17,1159.0
0,5,19,19,1281.0
1,10,20,20,1342.0
3,16,21,21,61.0
3,4,0,0,0.0
2,13,12,12,122.0
0,3,20,20,915.0
2,14,15,15,915.0
1,10,15,15,915.0
3,16,3,3,244.0
4,12,2,2,0.0
1,8,0,0,1037.0
1,10,17,17,1159.0
2,14,23,23,8.0
4,7,22,22,1403.0
4,12,11,11,1159.0
4,7,5,5,305.0
0,1,17,17,976.0
1,6,0,0,122.0
4,9,3,3,61.0
4,2,22,22,305.0
0,3,19,19,244.0
4,12,0,0,0.0
2,11,0,0,61.0
2,13,1,1,61.0
3,4,21,21,0.0
4,7,3,3,610.0
2,14,18,18,183.0
2,13,19,19,1220.0
4,7,3,3,183.0
3,16,20,20,854.0
1,6,14,14,1098.0
4,2,22,22,610.0
1,15,15,15,915.0
0,5,10,10,671.0
1,8,13,13,793.0
1,6,3,3,183.0
0,3,0,0,122.0
3,16,3,3,610.0
1,10,3,3,122.0
1,6,19,19,915.0
1,0,20,20,915.0
4,7,15,15,915.0
4,7,18,18,1098.0
1,8,0,0,0.0
3,16,15,15,915.0
2,14,0,0,976.0
4,2,3,3,976.0
4,2,17,17,915.0
1,10,0,0,732.0
4,9,16,16,1037.0
4,2,16,16,1159.0
4,7,5,5,1037.0
1,0,21,21,976.0
2,13,2,2,732.0
1,6,13,13,915.0
2,13,2,2,915.0
2,14,23,23,1403.0
2,14,18,18,1159.0
2,13,14,14,976.0
1,8,0,0,0.0
3,4,16,16,976.0
4,7,10,10,1098.0
1,0,10,10,976.0
4,2,13,13,732.0
4,12,21,21,1281.0
4,12,13,13,793.0
1,6,22,22,915.0
1,15,11,11,122.0
0,3,3,3,183.0
0,1,18,18,1220.0
4,2,21,21,1281.0
4,9,19,19,793.0
1,15,19,19,1159.0
0,1,19,19,915.0
0,1,10,10,732.0
4,12,22,22,671.0
4,2,20,20,1220.0
1,0,12,12,854.0
3,16,20,20,61.0
2,14,10,10,1098.0
1,8,15,15,1037.0
1,10,21,21,610.0
1,0,4,4,244.0
4,7,12,12,915.0
1,6,18,18,1098.0
1,15,15,15,671.0
0,3,15,15,610.0
0,3,0,0,915.0
3,16,16,16,183.0
1,0,14,14,122.0
0,3,14,14,0.0
4,9,5,5,671.0
2,14,3,3,1220.0
1,6,22,22,1342.0
0,3,17,17,1220.0
3,4,23,23,0.0
4,12,23,23,61.0
4,9,14,14,976.0
4,12,22,22,610.0
2,11,15,15,671.0
3,4,15,15,915.0
1,15,21,21,1281.0
4,12,11,11,915.0
4,2,21,21,183.0
1,0,23,23,0.0
4,7,3,3,976.0
0,3,20,20,1220.0
2,14,13,13,793.0
4,7,12,12,793.0
2,13,14,14,854.0
4,7,2,2,122.0
0,3,0,0,305.0
3,4,16,16,976.0
4,2,16,16,1037.0
4,2,23,23,1159.0
1,0,2,2,122.0
0,5,3,3,244.0
2,14,11,11,1037.0
1,8,16,16,1037.0
4,7,17,17,122.0
1,15,10,10,305.0
0,3,18,18,1281.0
2,11,16,16,122.0
2,13,19,19,1220.0
3,16,3,3,1098.0
1,15,0,0,854.0
0,5,12,12,610.0
4,9,18,18,1098.0
0,1,20,20,610.0
4,2,20,20,1220.0
4,12,18,18,244.0
0,1,3,3,976.0
2,13,21,21,1281.0
2,13,11,11,793.0
4,7,17,17,1037.0
2,13,10,10,610.0
4,7,10,10,732.0
2,14,21,21,1281.0
4,9,22,22,1342.0
1,8,12,12,1098.0
4,12,15,15,915.0
0,5,12,12,0.0
1,6,1,1,1403.0
3,16,17,17,1098.0
4,7,1,1,61.0
4,12,0,0,0.0
2,11,13,13,793.0
4,9,17,17,1159.0
1,15,3,3,244.0
1,6,20,20,61.0
4,9,15,15,244.0
1,6,20,20,1037.0
4,7,11,11,732.0
1,0,15,15,0.0
1,10,20,20,671.0
3,4,0,0,305.0
3,16,4,4,244.0
1,15,20,20,1220.0
0,3,13,13,976.0
3,4,15,15,915.0
4,9,22,22,1342.0
2,14,0,0,976.0
4,9,0,0,0.0
4,9,10,10,671.0
3,4,3,3,854.0
1,8,0,0,732.0
1,8,18,18,1281.0
4,12,0,0,0.0
1,0,22,22,305.0
1,6,3,3,244.0
3,4,0,0,0.0
1,15,11,11,1281.0
4,7,17,17,1037.0
2,13,19,19,1220.0
1,15,18,18,1281.0
1,8,15,15,915.0
1,10,0,0,793.0
4,12,18,18,1220.0
3,16,10,10,671.0
4,9,10,10,610.0
1,15,14,14,976.0
1,15,10,10,793.0
4,12,20,20,1281.0
4,9,11,11,671.0
2,11,15,15,915.0
4,2,20,20,1098.0
1,8,11,11,671.0
1,15,0,0,793.0
1,8,10,10,1098.0
2,11,16,16,976.0
0,1,18,18,732.0
2,11,18,18,854.0
1,10,15,15,915.0
0,3,18,18,1159.0
1,15,5,5,305.0
3,16,11,11,610.0
4,12,17,17,183.0
4,12,21,21,732.0
1,0,0,0,610.0
4,12,18,18,1098.0
2,14,12,12,976.0
2,13,17,17,1098.0
1,15,5,5,793.0
0,5,0,1,1.0
1,8,21,21,0.0
3,4,0,1,854.0
4,2,10,10,793.0
1,15,17,17,915.0
1,6,21,21,183.0
4,9,14,14,915.0
0,1,15,15,976.0
4,2,0,0,915.0
0,3,16,16,976.0
0,3,20,20,1220.0
4,2,21,21,1159.0
4,2,10,10,183.0
1,8,23,23,854.0
4,7,19,19,1403.0
0,1,3,3,1220.0
4,2,16,16,854.0
1,15,16,16,854.0
1,10,12,12,732.0
4,9,0,0,0.0
0,3,0,0,1342.0
4,7,15,15,1037.0
1,0,12,12,732.0
4,7,20,20,1220.0
2,13,11,11,793.0
4,9,17,17,1342.0
2,14,13,13,61.0
4,9,12,12,793.0
4,12,13,13,793.0
1,0,3,3,610.0
2,14,12,12,793.0
0,3,0,1,793.0
1,8,15,15,915.0
1,6,22,22,976.0
2,14,16,16,1037.0
1,0,0,1,244.0
4,9,23,23,1220.0
2,13,1,1,122.0
4,7,23,23,61.0
2,13,10,10,976.0
2,11,19,19,1220.0
2,11,23,23,0.0
1,10,23,23,976.0
4,2,20,20,1342.0
1,0,22,22,183.0
4,9,12,12,732.0
4,12,18,18,915.0
1,10,12,12,976.0
1,0,0,0,0.0
1,6,20,20,183.0
2,13,0,0,183.0
1,6,17,17,1037.0
4,7,14,14,854.0
0,1,3,3,183.0
4,7,15,15,915.0
4,7,15,15,976.0
1,8,15,15,1037.0
1,15,16,16,976.0
2,14,22,22,305.0
3,4,0,0,61.0
3,16,23,23,610.0
0,3,5,5,305.0
4,9,14,14,1220.0
4,12,5,5,244.0
1,6,19,19,61.0
2,13,0,0,305.0
1,6,19,19,1342.0
0,3,3,3,122.0
4,12,23,23,122.0
2,14,0,0,0.0
0,1,15,15,915.0
1,8,17,17,1098.0
2,14,17,17,610.0
2,13,22,22,1403.0
2,11,22,22,1342.0
1,10,3,3,1098.0
1,15,16,16,1220.0
2,11,19,19,732.0
2,14,16,16,305.0
4,2,0,0,1037.0
4,12,18,18,854.0
4,2,22,22,1403.0
0,5,20,20,793.0
0,5,16,16,1037.0
1,6,5,5,244.0
4,7,23,23,1220.0
3,4,19,19,1281.0
1,15,22,22,732.0
4,2,19,19,61.0
2,13,12,12,244.0
1,8,19,19,183.0
4,7,19,19,1037.0
4,12,11,11,671.0
4,2,0,0,976.0
4,7,14,14,915.0
2,11,23,23,793.0
