bedrooms,bathrooms,sqft_living,sqft_lot,waterfront,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15,date_year,date_month,date_day,price
4,2.0,2210,8556,0,8,1210,1000,1954,0,47.6498,-122.396,2190,7975,0,5,7,13.585033935283272
3,1.5,1510,11200,0,8,1510,0,1960,0,47.3347,-122.325,2110,12070,0,12,19,12.738960107358649
2,1.0,900,5413,0,7,900,0,1947,0,47.7047,-122.307,1280,6380,0,8,1,12.834683971615659
4,2.5,3670,7000,0,10,3670,0,2005,0,47.5854,-122.08,3680,7437,0,5,24,13.617060838751888
2,2.25,1160,954,0,8,960,200,2014,0,47.6647,-122.28399999999999,1160,1327,0,9,30,13.22672519452875
2,1.5,1070,1200,0,7,1070,0,1999,0,47.696999999999996,-122.34700000000001,1070,1200,0,6,12,12.652362948153474
2,1.0,950,4560,0,7,950,0,1925,0,47.6288,-122.3,2040,4560,0,12,2,13.017005083966255
3,2.75,2950,6667,0,9,2950,0,2003,0,47.5577,-122.02600000000001,3340,6667,1,1,5,13.513054553109397
3,2.0,1420,1716,0,7,1050,370,2003,0,47.7364,-122.295,1420,8150,1,4,13,12.676079399771027
3,1.0,1590,13000,0,6,1590,0,1944,0,47.4789,-122.346,1460,8400,0,6,9,12.367345048436391
4,1.0,1290,5000,0,7,1290,0,1957,0,47.5128,-122.35799999999999,1440,2500,1,3,23,12.526346537332584
2,2.0,1690,4500,0,8,1690,0,2004,0,47.7133,-122.031,1640,4500,0,6,18,13.242811303528269
4,1.75,1340,8700,0,6,1340,0,1958,0,47.4514,-122.287,1240,8700,1,5,1,12.479913113434042
3,1.75,1397,18000,0,7,1397,0,1965,2014,47.3388,-122.166,1950,31294,0,11,4,12.456835254920371
4,2.5,3750,218506,0,10,3750,0,1991,0,47.3045,-122.103,2540,39413,1,3,19,13.493928313146206
3,2.25,2000,7560,0,7,1400,600,1979,0,47.4798,-122.228,2040,6949,0,12,11,12.611541086966115
3,2.0,2250,7904,0,8,2250,0,1998,0,47.3165,-122.25200000000001,2460,8622,0,7,7,12.700771936142122
3,1.0,840,8400,0,6,840,0,1959,0,47.3281,-122.344,1030,8640,0,7,28,12.141539457711714
3,1.0,1100,5100,0,7,1100,0,1900,0,47.678999999999995,-122.38600000000001,1540,5100,1,2,23,12.899222326086994
3,1.5,1660,5100,0,7,1210,450,1954,0,47.5345,-122.383,1440,5100,1,3,2,13.151924121391561
2,2.0,2180,18525,1,9,1580,600,1952,0,47.5036,-122.387,2480,21503,1,4,20,14.159100971573958
3,1.0,1460,8400,0,7,1460,0,1958,0,47.4243,-122.198,1460,9600,1,4,17,12.367345048436391
4,2.5,2470,4945,0,8,2470,0,2012,0,47.6898,-122.015,2510,4988,0,7,17,13.41354083387756
3,1.0,1250,13503,0,6,1250,0,1931,0,47.526,-121.829,1450,13503,1,4,24,12.549665896013254
3,2.0,1480,3876,0,7,860,620,1928,0,47.6808,-122.382,1660,3774,0,6,26,13.404531777462488
3,3.25,2240,5000,0,9,1540,700,1989,0,47.4114,-122.334,1800,7500,1,4,24,12.5421912482017
3,2.0,1570,7200,0,7,1570,0,1952,0,47.7501,-122.314,1410,7434,0,5,7,12.721888795877375
4,2.75,3250,10000,0,9,3250,0,2014,0,47.7557,-122.309,1620,10089,0,12,31,13.442998001373553
3,2.25,1790,231303,0,7,1250,540,1980,0,47.7558,-122.027,2090,93654,1,4,21,12.931447394103301
3,2.5,2080,4931,0,8,2080,0,2000,0,47.5342,-121.868,1890,4229,1,3,27,13.136169630959902
3,2.5,1480,1171,0,8,1480,0,2006,0,47.62,-122.3,1480,1231,0,5,6,13.122365377402328
5,3.0,3610,9775,0,8,3610,0,2003,0,47.3545,-122.01100000000001,2800,8582,0,6,13,13.199326270390594
3,2.5,2040,4559,0,9,2040,0,1998,0,47.6156,-122.295,1500,4500,0,8,22,13.60725685067015
4,3.25,3850,19842,0,11,3180,670,1989,0,47.6239,-122.065,4320,19500,0,8,28,13.997832948091215
3,2.25,3230,35306,0,9,3230,0,1987,0,47.3065,-122.113,2760,35285,0,12,15,12.821260987319457
3,2.0,2440,23512,0,6,1640,800,1933,0,47.4594,-122.32600000000001,1630,19613,0,8,25,12.73080413304066
4,1.0,1490,6600,0,7,1490,0,1969,0,47.4835,-122.33200000000001,1280,6600,0,5,7,12.128116509451258
3,1.0,1150,35415,0,7,1010,140,1950,0,47.5974,-122.12899999999999,2460,11781,0,12,19,13.017005083966255
2,1.0,900,6000,0,7,900,0,1944,2004,47.6855,-122.289,1460,4800,0,7,12,13.019224835777257
4,2.5,3210,24527,0,11,3210,0,1984,0,47.6399,-122.052,3280,24527,1,4,21,13.573440270649085
5,3.0,3900,5250,0,8,2620,1280,1931,0,47.5577,-122.389,1950,5700,0,7,28,13.652992804936396
3,1.0,1240,18000,0,7,1240,0,1943,0,47.3514,-122.315,1240,18000,0,12,23,12.367345048436391
3,1.75,1760,6788,1,7,1760,0,1940,1960,47.7336,-122.28399999999999,1630,7588,1,1,14,13.955273369904273
3,2.25,1410,1377,0,7,1290,120,2005,0,47.5342,-122.06700000000001,1445,1370,0,5,16,12.84132849667433
3,2.5,2780,11964,0,9,2780,0,2009,0,47.7127,-122.21600000000001,1760,9640,0,5,30,13.623745753728624
5,3.25,3230,3825,0,9,2480,750,2014,0,47.6785,-122.39200000000001,1480,5100,0,6,10,13.87330860053148
5,3.5,4600,8764,0,10,3180,1420,2007,0,47.5491,-122.19,3210,9431,0,11,20,13.68767832281738
3,2.0,1440,4421,0,8,1440,0,2007,0,47.7188,-122.024,1440,4157,0,5,21,12.933140460917048
2,1.5,1200,1687,0,8,1200,0,2008,0,47.6491,-122.334,1240,1296,0,6,27,13.130730277073933
4,3.0,2793,5703,0,9,2793,0,2009,0,47.3682,-122.178,2793,5704,1,4,22,12.951577428900473
4,2.5,2970,5050,0,8,2970,0,2014,0,47.7043,-122.12200000000001,2810,4998,1,3,5,13.659055558564107
3,2.0,1440,3218,0,7,850,590,2008,0,47.5655,-122.36,1170,5000,1,2,7,12.847929163278053
3,2.25,1480,1026,0,8,1480,0,2014,0,47.6536,-122.354,1570,1283,0,8,4,13.270785106659046
3,2.5,1870,5333,0,8,1870,0,2012,0,47.7447,-121.984,2100,3730,1,4,9,12.840003118946523
4,2.75,2475,4000,0,7,2475,0,2014,0,47.3452,-122.209,2475,4000,0,9,30,12.706547888433661
4,2.5,2950,7024,0,10,2950,0,2012,0,47.6651,-122.40299999999999,2950,6339,0,8,28,13.734084644101976
3,2.25,1410,905,0,9,1410,0,2014,0,47.5818,-122.402,1510,1352,1,3,4,13.179690332595941
4,2.5,2240,3712,0,8,2240,0,2014,0,47.3551,-122.061,2530,4315,0,6,3,12.804884421038478
5,2.75,3230,6500,0,9,3230,0,2014,0,47.6237,-122.023,3180,7624,1,1,15,13.635128319476369
3,2.0,2100,31550,0,8,2100,0,2010,0,47.6907,-121.917,1860,18452,0,8,19,12.896719202134523
3,2.25,1936,9495,0,8,1936,0,2013,0,47.3714,-122.197,1410,12770,0,11,14,12.733463308313716
3,2.5,3120,6000,0,9,3120,0,2007,0,47.3473,-122.03,2670,6000,1,3,11,12.9478933167868
4,2.5,2070,4270,0,8,2070,0,2010,0,47.773,-122.265,2070,4610,1,4,13,13.108266481420335
4,2.5,3700,4500,0,9,3700,0,2007,0,47.7473,-122.23,3050,5047,0,12,11,13.384729180332174
3,2.5,2130,5205,0,8,2130,0,2013,0,47.4832,-121.774,2250,5462,0,9,9,13.030250281476574
3,2.25,1620,997,0,8,1540,80,2010,0,47.54,-122.02600000000001,1620,1068,0,9,18,12.959846800844963
3,2.5,1490,2478,0,8,1490,0,2009,0,47.7236,-122.353,1270,1156,1,2,9,12.759960632315702
5,4.0,4180,7232,0,9,4180,0,2014,0,47.7049,-122.125,3570,6054,0,10,29,13.855587635102456
2,2.5,1400,1262,0,8,1160,240,2008,0,47.5342,-122.34899999999999,1060,1524,0,11,18,12.608202196848836
4,3.75,3490,9170,0,9,3490,0,2012,0,47.5991,-122.2,1810,8470,0,5,12,14.049792644827868
3,1.0,1300,6098,0,7,1300,0,2013,0,47.7074,-121.36399999999999,1300,6849,0,11,12,11.951186847493476
4,2.5,2730,4962,0,8,2730,0,2006,0,47.3363,-122.21600000000001,2150,3802,1,2,25,12.674515682685282
3,2.5,1830,2517,0,8,1830,0,2005,0,47.4496,-122.189,1610,2762,0,12,22,12.520887034998584
5,2.5,2340,4500,0,7,2340,0,2009,0,47.4911,-122.154,2190,4500,0,6,16,12.969214528909768
3,1.75,1410,1899,0,8,1410,0,2014,0,47.5171,-122.34700000000001,1410,1811,0,12,2,12.497999446362185
3,2.5,1930,8254,0,7,1930,0,2014,0,47.4973,-122.346,1540,8849,1,4,8,12.821125843418026
6,5.0,3028,18055,0,7,3028,0,2005,0,47.3651,-122.197,1400,34575,1,1,9,13.081543466215237
4,3.5,3180,4869,0,8,2390,790,2007,0,47.4482,-122.206,2850,4500,0,9,15,12.994532278619134
4,3.25,2950,4161,0,10,2210,740,2014,0,47.5297,-122.073,2790,3693,1,3,24,13.640805918661489
3,3.25,1430,1276,0,8,1430,0,2007,0,47.6712,-122.38,1430,1243,1,1,29,13.190023895035274
2,1.5,1020,1275,0,8,1020,0,2008,0,47.7003,-122.346,980,1415,0,8,25,12.577639650232573
3,2.5,1650,1793,0,8,1650,0,2007,0,47.7107,-122.33200000000001,1650,1863,0,7,21,12.821260987319457
3,2.0,1060,651,0,7,1060,0,2007,0,47.6828,-122.345,1440,1501,1,3,3,12.91164481522143
4,2.75,2620,6019,0,8,2620,0,2013,0,47.483999999999995,-121.771,2790,6716,0,5,30,13.121226731667244
4,2.5,1830,3868,0,7,1830,0,2007,0,47.5186,-122.27600000000001,2330,3868,0,7,10,12.524530013005734
3,2.25,998,844,0,7,798,200,2007,0,47.6983,-122.367,998,1110,0,5,22,12.676079399771027
4,2.5,2070,4427,0,7,2070,0,2007,0,47.5208,-121.869,2070,4556,0,8,5,12.959846800844963
4,3.5,2860,2199,0,10,2860,0,2013,0,47.6262,-122.323,1990,1378,1,2,27,14.187074804051692
3,2.0,1920,5688,0,9,1920,0,2007,0,47.1952,-121.976,2384,4802,1,2,10,12.73670383776449
3,2.5,1210,2046,0,9,920,290,2008,0,47.5212,-122.35700000000001,1070,651,0,10,1,12.611207699176356
5,3.5,4890,12039,0,9,3590,1300,2014,0,47.7338,-122.208,4590,10079,0,12,26,13.671583603957608
4,2.5,3420,17038,0,9,3420,0,2007,0,47.718,-122.241,2520,14190,0,8,15,13.487007879880162
4,3.5,2870,3225,0,9,2070,800,2006,0,47.5009,-122.225,1770,6450,0,10,2,13.038983942375959
3,2.5,1600,2042,0,8,1600,0,2005,0,47.5341,-122.06700000000001,1445,1370,0,11,19,12.834683971615659
2,1.5,960,1829,0,7,960,0,2005,0,47.6032,-122.30799999999999,1470,1829,1,5,11,12.864061450459229
3,2.75,1740,5639,0,7,1740,0,2010,0,47.1942,-121.977,2380,5331,1,1,14,12.54254845357358
4,2.5,2575,4725,0,8,2575,0,2011,0,47.3058,-122.277,2575,5323,0,8,8,12.791080452981857
5,3.25,3660,11995,0,10,3660,0,2006,0,47.5337,-121.86,3320,11241,0,5,2,13.573440270649085
3,2.25,1420,1230,0,8,940,480,2009,0,47.5703,-122.288,1400,1230,1,2,6,12.959846800844963
5,2.5,3070,7200,0,8,3070,0,2005,0,47.4939,-122.137,2590,7200,1,5,4,13.26212705890841
3,2.5,1920,144619,0,8,1920,0,2014,0,47.2683,-121.946,2010,48787,1,3,3,13.049794835104816
4,3.25,4160,10335,0,10,4160,0,2014,0,47.6235,-122.19200000000001,1840,10333,1,5,6,14.430696737594902
4,3.25,3276,10801,0,9,3276,0,2008,0,47.4585,-122.361,2010,11656,1,2,18,13.487007879880162
5,3.75,2890,5000,0,7,1310,1580,2006,0,47.5701,-122.296,1930,5117,0,5,6,12.873904582205107
3,2.5,3430,10177,0,10,3430,0,2014,0,47.7159,-122.251,3110,12339,1,4,29,14.606238520377719
4,3.5,3390,3979,0,9,2610,780,2014,0,47.6482,-122.40799999999999,3350,4165,0,7,2,13.8687583909961
6,3.75,2930,14980,0,9,2930,0,2013,0,47.5441,-122.117,3210,10787,0,6,10,13.726680437153236
2,2.25,1300,1314,0,8,1300,0,2008,0,47.6536,-122.35600000000001,1300,1312,1,4,22,13.239258908233676
2,1.75,1250,1208,0,7,1040,210,2007,0,47.6004,-122.29899999999999,1250,1656,0,11,20,12.762830066509972
4,2.5,2310,7800,0,8,2310,0,2011,0,47.3737,-122.164,2310,7140,0,8,14,12.834683971615659
2,2.25,1360,1336,0,8,1360,0,2008,0,47.6714,-122.39200000000001,1280,1295,0,12,12,13.081439294339882
4,2.5,2020,5100,0,7,2020,0,2010,0,47.2822,-122.35700000000001,2300,5685,1,1,9,12.672949516558306
3,1.5,1270,1067,0,8,1270,0,2009,0,47.7236,-122.353,1090,1118,0,10,3,12.691583538230217
4,2.75,2790,8092,0,8,2790,0,2013,0,47.4834,-121.773,2790,6154,0,8,21,13.133615830425374
4,2.5,2320,4142,0,7,2320,0,2010,0,47.3662,-122.01899999999999,2150,4140,1,3,5,12.73670383776449
3,2.5,1750,6351,0,7,1750,0,2012,0,47.2589,-122.256,1398,6092,1,1,23,12.429220196836383
4,2.5,2030,4596,0,8,2030,0,2014,0,47.3515,-122.275,2040,4705,0,9,26,12.764261701882237
3,2.5,1270,865,0,7,1080,190,2008,0,47.5351,-122.279,1630,7752,1,4,24,12.580222509755908
5,3.25,2710,2356,0,8,2230,480,2013,0,47.5394,-122.02799999999999,2160,2108,1,5,5,13.480039220276565
4,2.75,2520,8433,0,8,2520,0,2014,0,47.7214,-122.289,1890,7772,0,8,11,13.44437585955904
2,2.5,1340,1263,0,8,1340,0,2008,0,47.6788,-122.38799999999999,1510,1260,0,9,24,12.959846800844963
2,3.0,1570,1281,0,8,1570,0,2014,0,47.6741,-122.384,1570,2500,1,1,19,13.395440819535605
4,3.5,2690,5564,0,7,2690,0,2007,0,47.3537,-122.01799999999999,2210,4046,0,11,20,12.793723190057223
4,2.75,2475,4276,0,7,2475,0,2014,0,47.345,-122.21,2475,4000,0,7,31,12.675766851909591
3,3.75,2260,2050,0,9,1170,1090,2010,0,47.566,-122.29,2130,3082,1,4,16,13.184400648021263
2,1.0,840,863,0,8,840,0,2008,0,47.6974,-122.34899999999999,1110,1190,1,3,30,12.581081982573842
3,3.25,1720,1330,0,8,1030,690,2004,0,47.62,-122.309,1720,1520,0,7,21,13.42246945133505
3,2.25,2940,6500,0,9,2940,0,2014,0,47.5482,-122.38799999999999,1680,6500,1,1,21,13.69334405393293
5,3.5,4170,9090,0,10,4170,0,2008,0,47.5918,-122.196,1930,13635,0,10,21,14.187074804051692
6,4.25,4310,10000,0,8,2950,1360,2008,0,47.6214,-122.06200000000001,2100,10000,0,10,16,13.567050480716235
4,2.75,3010,7200,0,9,3010,0,2014,0,47.6948,-122.179,3010,7203,0,7,12,13.641098835784708
3,2.5,2170,1984,0,8,2170,0,2008,0,47.5401,-122.027,2150,1984,1,4,24,13.377007146164305
3,2.5,1584,3200,0,7,1584,0,2011,0,47.3451,-122.215,1584,2800,0,12,23,12.479913113434042
2,2.25,1110,1290,0,8,1110,0,2006,0,47.6968,-122.34,1360,1251,0,10,30,12.75130259456002
4,2.5,2420,5006,0,8,2420,0,2013,0,47.4795,-122.126,2750,5471,0,11,25,13.132315688453556
2,2.25,1430,1210,0,8,1340,90,2005,0,47.6765,-122.301,1430,1016,0,9,3,13.166382176694869
3,2.5,2393,4788,0,8,2393,0,2012,0,47.4517,-122.204,2439,5477,0,8,11,12.899222326086994
3,2.25,1240,949,0,8,1240,0,2008,0,47.6488,-122.334,1310,1140,0,6,19,13.204866440535003
4,2.5,2980,12075,0,8,1910,1070,2007,0,47.5074,-122.17200000000001,2240,12075,0,10,13,13.112315061750808
4,3.5,2970,6587,0,8,2260,710,2014,0,47.4776,-122.12200000000001,2970,5690,0,9,11,13.217666284454934
3,2.5,2329,5720,0,8,2329,0,2010,0,47.361999999999995,-122.2,2197,5720,1,2,11,12.699414311806327
5,3.25,3340,9075,0,8,2600,740,2005,0,47.5446,-121.88,2770,6646,1,4,9,13.444448325847754
4,2.25,2580,2875,0,9,2580,0,2015,0,47.5674,-122.39200000000001,1290,5750,1,3,18,13.419502094509863
3,2.5,2029,3906,0,9,2029,0,2014,0,47.341,-122.18,2029,3920,0,7,21,12.859532604138527
4,2.75,3430,6500,0,9,3050,380,2006,0,47.7079,-122.10600000000001,3070,6802,0,8,15,13.567050480716235
5,3.75,3330,5042,0,9,2470,860,2014,0,47.6497,-122.339,1780,3990,0,10,29,14.13396501635527
5,3.5,3220,5081,0,8,3220,0,2013,0,47.7048,-122.111,2970,5753,1,3,24,13.765236743730188
2,2.25,1240,750,0,7,1150,90,2008,0,47.5322,-122.073,1240,750,1,3,29,12.721739531452183
3,3.5,1500,1249,0,8,1240,260,2004,0,47.6727,-122.37299999999999,1440,1850,0,6,9,13.100119813444692
3,3.0,3530,8345,0,10,3530,0,2006,0,47.7338,-122.234,1940,9600,1,4,20,13.304686600863562
3,2.25,1260,915,0,8,1020,240,2007,0,47.555,-122.363,1260,1056,0,8,22,12.549665896013254
4,4.0,4168,8485,0,10,3222,946,2007,0,47.3029,-122.387,4362,8100,0,8,1,12.999067423500716
2,1.5,1030,2850,0,7,1030,0,1995,0,47.3845,-122.039,1030,3000,1,5,12,12.301387370778713
3,2.5,3080,5598,0,8,3080,0,2006,0,47.4372,-122.206,3080,5303,1,2,18,13.100119813444692
3,1.5,1072,4339,0,7,1072,0,2009,0,47.386,-122.162,1443,4341,0,12,23,12.429220196836383
4,2.75,2790,5000,0,8,2790,0,2014,0,47.4831,-121.773,2620,5527,0,7,24,13.090377231546473
3,2.5,4090,16972,0,11,3590,500,2007,0,47.7258,-122.37,3740,16972,1,3,2,14.33430494661736
3,2.5,1800,4357,0,8,1800,0,2013,0,47.5337,-121.84100000000001,1800,3663,1,4,24,13.017005083966255
2,1.5,830,1276,0,7,830,0,2005,0,47.6175,-122.29700000000001,1540,1484,0,11,14,12.608202196848836
3,2.5,2280,4557,0,8,2280,0,2010,0,47.7733,-122.266,2070,4610,0,10,29,13.017005083966255
4,3.0,2110,1286,0,9,1710,400,2007,0,47.5444,-122.014,2000,1286,1,1,23,13.279368835614243
3,2.25,1570,1680,0,8,1570,0,2014,0,47.6585,-122.348,1290,1870,0,11,3,13.399996629152975
2,1.5,830,1333,0,7,830,0,2005,0,47.5506,-122.381,1120,4822,0,5,12,12.616528611893463
4,3.75,4120,8258,0,10,4120,0,2012,0,47.5872,-122.055,3730,8332,0,9,15,13.764165683299115
4,2.5,2540,5760,0,9,2540,0,2009,0,47.5405,-121.993,2580,3600,0,10,30,13.541061870087132
4,2.75,2050,4000,0,8,2050,0,2014,0,47.3522,-122.275,2050,4000,1,3,16,12.779875885354993
4,2.75,3080,7242,0,9,3080,0,2014,0,47.6948,-122.178,3010,7205,0,7,23,13.6989216840129
3,2.5,2390,1984,0,8,2220,170,2008,0,47.5405,-122.027,2150,1984,0,7,1,13.353159175453454
4,2.5,3170,5100,0,9,3170,0,2012,0,47.5187,-122.208,1580,5100,1,4,24,13.521140839642674
2,1.5,1240,1331,0,7,1050,190,2007,0,47.5959,-122.29799999999999,1250,1431,0,11,3,12.847665971443902
3,2.5,1090,1139,0,8,960,130,2009,0,47.5664,-122.369,1400,1348,0,11,14,12.721888795877375
5,4.5,4630,6324,0,9,3210,1420,2006,0,47.5382,-121.86,4420,6790,0,5,12,13.603555432133808
4,2.5,3230,5899,0,8,3230,0,2012,0,47.515,-121.869,2720,5899,0,8,26,13.253305671203258
4,3.5,3510,9263,0,10,3510,0,2001,0,47.5413,-121.87700000000001,3690,10417,0,8,8,13.49116588426581
4,2.5,1785,2552,0,8,1785,0,2009,0,47.3582,-122.2,1691,2700,0,11,10,12.549665896013254
5,3.25,2360,3873,0,8,1990,370,2006,0,47.5635,-122.29899999999999,1720,3071,0,10,30,13.253217940515357
4,2.0,2340,9716,0,7,2340,0,2009,0,47.4842,-122.34700000000001,1180,13500,1,1,21,12.861001210669146
3,2.25,1620,1075,0,8,1540,80,2009,0,47.5405,-122.02600000000001,1620,1237,0,7,7,12.948012371209098
3,3.25,3890,3452,0,12,2890,1000,2006,0,47.626000000000005,-122.323,2860,2199,0,8,6,14.626441218624949
4,3.5,3590,5335,0,9,3140,450,2006,0,47.6762,-122.26700000000001,2100,6250,0,9,15,14.001990954782066
4,3.0,1984,4460,0,7,1984,0,2012,0,47.3532,-122.211,2095,3402,0,12,8,12.584512505902088
3,2.25,1640,1023,0,8,1640,0,2014,0,47.6636,-122.319,1720,1960,1,3,16,13.377007146164305
4,2.0,1350,942,0,7,1350,0,2008,0,47.5394,-122.02600000000001,1390,942,1,3,19,12.626429650198945
4,3.5,2730,5707,0,8,2000,730,2011,0,47.7327,-121.965,2430,5899,1,5,7,13.101141783851535
4,4.0,5610,11063,0,11,4750,860,2006,0,47.65,-122.065,4560,11063,1,4,24,14.27483297057489
2,1.0,962,1992,0,7,962,0,2012,0,47.6911,-122.31299999999999,1130,1992,1,1,6,12.873904582205107
4,3.5,3040,4006,0,8,2350,690,2013,0,47.5439,-122.01100000000001,2050,4000,0,10,2,13.610944619216111
3,3.5,2540,10578,0,9,2010,530,2014,0,47.547,-122.19200000000001,3240,9831,1,4,3,13.4856180275228
4,2.5,2240,4800,0,8,2240,0,2014,0,47.2911,-122.266,2240,5040,1,4,3,12.710510913502103
3,1.5,1260,1270,0,7,1040,220,2005,0,47.7111,-122.331,1260,1472,0,5,7,12.409017571151187
5,4.0,3210,7200,0,8,2410,800,2011,0,47.7329,-121.96600000000001,2750,7200,0,9,9,13.049794835104816
3,2.5,1620,1171,0,8,1470,150,2008,0,47.6681,-122.355,1620,1505,0,9,30,13.270785106659046
3,2.0,1580,1972,0,8,1180,400,2007,0,47.5903,-122.38600000000001,1500,1908,1,4,14,13.199326270390594
3,2.5,1430,1250,0,7,1430,0,2007,0,47.6904,-122.34200000000001,1360,1269,0,11,18,12.896719202134523
4,2.5,1850,5388,0,8,1850,0,2009,0,47.3494,-122.041,2140,5086,0,8,4,12.700771936142122
4,2.5,3340,5314,0,10,3340,0,2010,0,47.5167,-121.885,3220,5500,1,5,11,13.460264592549233
3,2.75,2670,4800,0,8,2670,0,2014,0,47.3483,-122.042,2340,5000,0,10,22,12.919024904363686
5,4.25,4660,16200,0,11,4660,0,2005,0,47.6326,-122.21600000000001,3340,16200,1,2,12,14.78670643363776
3,2.5,1550,930,0,8,1060,490,2006,0,47.5857,-122.314,1550,1301,0,8,14,13.005831808336863
4,2.5,3470,6651,0,9,3470,0,2005,0,47.5426,-121.87899999999999,2730,6179,0,10,21,13.418758877445873
3,2.5,3010,7014,0,8,3010,0,2009,0,47.4949,-122.149,3030,6180,0,7,9,13.195615697878253
5,3.5,3931,9497,0,10,2650,1281,2014,0,47.3008,-122.38600000000001,3510,9497,0,9,4,13.017005083966255
3,2.5,1800,2700,0,8,1800,0,2011,0,47.5458,-122.369,1380,1200,0,6,19,12.80078251189375
3,2.5,1570,1551,0,8,1570,0,2008,0,47.6961,-122.34100000000001,1570,1705,0,10,15,12.935915719952597
3,2.5,2230,3939,0,8,2230,0,2014,0,47.73,-122.335,2230,4200,1,1,27,13.429776015732399
4,2.5,2423,7292,0,8,2423,0,2005,0,47.3227,-122.37,2495,7489,0,11,12,12.577639650232573
3,2.0,1160,1174,0,7,790,370,2007,0,47.5225,-122.35700000000001,1160,994,0,10,23,12.345838935721968
2,2.0,1440,4666,0,8,1440,0,2010,0,47.708999999999996,-122.01899999999999,1510,4595,1,2,20,12.99441863605669
4,2.5,2052,3723,0,8,2052,0,2014,0,47.2824,-122.295,2052,5250,0,5,22,12.765405536311112
5,2.5,2780,9272,0,8,2780,0,2014,0,47.5168,-122.37799999999999,1150,8460,0,12,22,13.217675375388819
4,4.25,3720,5750,0,9,2960,760,2006,0,47.5632,-122.399,2550,5750,1,4,30,13.864301674514206
2,2.25,1460,1851,0,9,1180,280,2014,0,47.6461,-122.36200000000001,1800,4269,1,3,19,13.39239204133378
3,3.5,1370,1540,0,8,1100,270,2006,0,47.5638,-122.38799999999999,1370,915,0,11,10,12.861001210669146
6,4.5,3600,6110,0,9,2510,1090,2012,0,47.5687,-122.291,1360,5800,1,4,10,13.500799813124575
3,2.25,1420,1282,0,8,1420,0,2006,0,47.6533,-122.346,1530,1280,0,6,16,13.16915344748033
2,2.5,980,895,0,8,670,310,2009,0,47.5874,-122.38600000000001,980,899,0,5,12,12.818554633046093
3,2.5,1790,2700,0,8,1790,0,2010,0,47.56399999999999,-122.09299999999999,1890,3078,0,5,5,13.141971868210181
3,2.5,2010,5399,0,7,2010,0,2006,0,47.3338,-122.052,2280,5141,0,7,15,12.549665896013254
3,2.5,2370,4200,0,8,2370,0,2014,0,47.3696,-122.01799999999999,2370,4200,0,8,27,12.868415198129885
4,2.5,2560,6238,0,8,2560,0,2007,0,47.4899,-122.255,2560,6240,0,11,20,12.861001210669146
3,2.5,1900,6224,0,7,1900,0,2005,0,47.5941,-122.00399999999999,2260,5450,0,6,9,13.19189130572284
2,2.25,1350,1493,0,8,1050,300,2007,0,47.5421,-122.38799999999999,1250,1202,0,6,25,12.886643575525625
4,2.75,2650,6717,0,10,2650,0,2014,0,47.4947,-122.171,2740,7923,0,11,17,13.208542908506082
4,2.5,3020,7035,0,9,3020,0,2001,0,47.5344,-121.874,3020,6771,1,4,13,13.480039220276565
3,2.5,1500,2255,0,7,1500,0,2005,0,47.5538,-121.99700000000001,1440,2040,0,7,10,12.759960632315702
3,1.75,1320,1014,0,9,1320,0,2015,0,47.6047,-122.305,1380,1495,0,8,1,13.02805489573287
4,2.75,3120,7644,0,10,3120,0,2010,0,47.5156,-121.884,2980,6050,0,6,3,13.26212705890841
3,2.25,1540,1270,0,7,1540,0,2014,0,47.6935,-122.34100000000001,1230,1454,0,10,7,13.016893966928787
3,2.5,1800,2790,0,8,1800,0,2011,0,47.5455,-122.37100000000001,1580,2036,0,6,25,12.804911893867851
4,2.5,3640,6389,0,9,3640,0,2014,0,47.7049,-122.12299999999999,3570,6303,0,12,1,13.746150833480705
3,2.5,2440,4153,0,9,2440,0,2003,0,47.665,-122.087,2030,4143,0,6,27,13.47302165746721
4,4.0,3970,7314,0,9,3970,0,2014,0,47.6173,-122.056,3560,5258,1,2,13,13.764207789847637
3,2.5,2060,4200,0,8,2060,0,2014,0,47.3706,-122.01700000000001,2370,4200,0,7,31,12.697684868372026
3,2.5,2538,4600,0,8,2538,0,2013,0,47.2584,-122.196,2570,4800,0,7,8,12.723696111522141
5,4.5,4270,8076,0,11,3400,870,2007,0,47.699,-122.206,4100,10631,0,5,7,14.242411599320839
3,2.5,1320,3150,0,7,1320,0,2005,0,47.5328,-122.28200000000001,1390,1725,0,11,26,12.611374406964662
4,2.75,3340,5700,0,11,3340,0,2013,0,47.5059,-122.146,3340,6940,0,10,14,13.776770769148342
2,2.5,1590,1679,0,8,1590,0,2012,0,47.5449,-122.01100000000001,1590,1680,0,8,13,12.88872999973542
5,2.75,2710,4500,0,8,2710,0,2014,0,47.3547,-122.06200000000001,2710,4626,0,10,14,12.946473095555975
4,2.75,3140,7258,0,10,3140,0,2006,0,47.7064,-122.23200000000001,2990,13600,0,8,26,13.732130035981154
3,2.25,1445,1028,0,7,1300,145,2005,0,47.5339,-122.06700000000001,1445,1377,0,8,29,12.810391344620207
4,2.5,2430,5000,0,7,2430,0,2009,0,47.515,-121.87299999999999,2430,5441,0,5,16,13.081543466215237
